C9	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-4.45532189038	-5.55348302591	-0.000192869570179	-5.87006854231	-4.01752659566	-3.76034021847	-4.90392115289	-5.92758832933	-5.81278960035	-4.17382344171	-4.32331096192	-5.32059936122
C8	-3.0	-3.0	-0.000434511774018	-2.66671494575	-2.66671494575	-2.66671494575	-0.000434511774018	-1.66685978301	-2.33342989151	-2.66671494575	-2.66671494575	-2.66671494575	-4.95080912158	-9.30070092515	-7.67297432286	-5.23645670907	-6.13960329276	-5.36450720548	-3.77852636095e-05	-4.71457997675	-5.56898542026	-5.64530776968	-4.58234399911	-4.83077537292
C0	-3.0	-3.0	-0.000434511774018	-2.25010862794	-3.0	-0.000434511774018	-3.0	-3.0	-2.25010862794	-1.50021725589	-3.0	-2.25010862794	-4.25051799889	-10.9282873269	-5.86859949993	-4.57904141387	-8.48725158475	-8.8605112337e-05	-4.66069964392	-4.98624876784	-4.47369691533	-4.96332320715	-4.55732742817	-4.79204803799
C6	-3.0	-3.0	-0.000434511774018	-2.33342989151	-2.66671494575	-2.66671494575	-2.00014483726	-0.667004620269	-2.66671494575	-0.000434511774018	-2.66671494575	-2.66671494575	-5.49372367506	-12.3633396237	-8.47461307777	-4.57383370868	-6.28466866209	-6.07731345903	-5.38316333692	-4.71270449568	-5.50893681107	-2.73614142534e-05	-5.40830000633	-5.79144041116
C11	-3.0	-3.0	-0.000434511774018	-2.25010862794	-0.000434511774018	-3.0	-2.25010862794	-0.750325883831	-1.50021725589	-3.0	-1.50021725589	-0.000434511774018	-4.18446873828	-8.22250430498	-8.65129608102	-3.90691817815	-0.00056495012367	-7.37242626444	-4.18781887946	-4.30596194746	-3.48663055663	-3.20222434799	-4.43879602043	-5.19955512823
C10	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-2.45925895405	-5.72066620363	-6.73470801641	-2.47556622769	-3.98725554713	-2.95197015577	-2.11689129359	-0.0197488556613	-2.60390531479	-2.02649853668	-2.771812734	-1.81857662376
C4	-3.0	-3.0	-0.000434511774018	-2.40008690235	-0.000434511774018	-1.20026070706	-1.20026070706	-0.000434511774018	-3.0	-1.80017380471	-2.40008690235	-3.0	-4.18446873828	-8.22250430498	-8.65129608102	-3.90691817815	-0.00056495012367	-7.37242626444	-4.18781887946	-4.30596194746	-3.48663055663	-3.20222434799	-4.43879602043	-5.19955512823
C1	-3.0	-3.0	-0.000434511774018	-2.66671494575	-2.33342989151	-2.33342989151	-2.00014483726	-1.33357472876	-2.33342989151	-2.66671494575	-2.66671494575	-0.000434511774017	-4.23936494527	-8.47825537426	-10.679041989	-3.83456276292	-6.5184083323	-4.56548538617	-4.97589625242	-3.57368722566	-4.68527768239	-5.09185021424	-4.77195656649	-0.000241100348993
C2	-3.0	-3.0	-0.000434511774018	-2.10013035353	-2.70004345118	-2.70004345118	-1.20026070706	-0.000434511774018	-2.70004345118	-2.10013035353	-2.10013035353	-2.70004345118	-4.70464405146	-10.7573765902	-7.74398018662	-6.11155203441	-6.24815298854	-5.693692945	-4.03211239606	-8.6433202287e-05	-5.41994448304	-5.50579251436	-4.58181144096	-4.30394693686
C3	-3.0	-3.0	-0.000434511774018	-2.72731222834	-2.72731222834	-2.72731222834	-2.45462445669	-1.90924891337	-1.90924891337	-2.45462445669	-0.000434511774018	-1.90924891337	-4.48533273319	-8.84881101574	-5.38705093095	-3.97367106128	-4.76951276021	-3.21053281146	-4.25624493602	-4.79974610923	-4.71815337675	-4.29453571449	-0.000428425607708	-4.16055400738
C12	-3.0	-3.0	-0.000434511774018	-2.25010862794	-2.25010862794	-0.000434511774018	-0.750325883831	-0.000434511774018	-3.0	-2.25010862794	-2.25010862794	-3.0	-4.25051799889	-10.9282873269	-5.86859949993	-4.57904141387	-8.48725158475	-8.8605112337e-05	-4.66069964392	-4.98624876784	-4.47369691533	-4.96332320715	-4.55732742817	-4.79204803799
C7	-3.0	-3.0	-0.000434511774018	-2.66671494575	-2.66671494575	-2.66671494575	-2.66671494575	-1.00028967452	-0.000434511774018	-2.33342989151	-2.66671494575	-2.33342989151	-4.30719360502	-9.28648761673	-7.5815727484	-4.68749471844	-5.20762512223	-5.06531474131	-4.95298617725	-4.89796440849	-7.81800431575e-05	-4.35495618368	-5.84158020894	-4.57865113152
C5	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-2.70004345118	-2.70004345118	-2.40008690235	-1.80017380471	-2.40008690235	-2.70004345118	-2.70004345118	-2.10013035353	-4.69917417073	-6.68886094171	-7.6252754767	-0.000102505593865	-5.55150392332	-4.72087169603	-4.26117347847	-5.412564063	-5.29484216212	-4.30998919938	-4.79198078079	-4.18630161435
