C13	-3.0	-3.0	-0.000434511774018	-1.50021725589	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-4.95182631425	-5.29459989651	-6.21984837075	-8.42134131024	-3.66327616734	-4.08613159942	-4.45495898588	-5.0222288535	-4.15541721469	-3.88424641103	-0.000243707570715
C1	-3.0	-3.0	-0.000434511774018	-3.0	-2.00014483726	-0.000434511774018	-3.0	-3.0	-3.0	-2.00014483726	-3.0	-4.38022340213	-4.61272944303	-4.62553944651	-4.95744023742	-3.71503715851	-0.000354528964731	-7.83225744216	-4.0940099444	-4.0630612189	-3.59972456614	-3.98360186309
C12	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-1.52833137929	-4.46323203564	-3.54122319897	-2.34943994054	-0.376968945701	-0.903496676988	-2.5322572618	-0.977311872206	-1.09747768101	-1.04331063262	-0.847088187337
C10	-3.0	-3.0	-0.000434511774018	-1.50021725589	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-4.38022340213	-4.61272944303	-4.62553944651	-4.95744023742	-3.71503715851	-0.000354528964731	-7.83225744216	-4.0940099444	-4.0630612189	-3.59972456614	-3.98360186309
C0	-3.0	-3.0	-0.000434511774018	-1.50021725589	-3.0	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-4.39629065408	-4.66781613146	-4.82077002766	-4.26663980468	-3.21133961295	-2.84468218506	-4.26917494278	-0.0012477816685	-3.92071381213	-3.98188227941	-3.38165689256
C3	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-2.50007241863	-2.50007241863	-3.0	-2.50007241863	-0.000434511774018	-4.95182631425	-5.29459989651	-6.21984837075	-8.42134131024	-3.66327616734	-4.08613159942	-4.45495898588	-5.0222288535	-4.15541721469	-3.88424641103	-0.000243707570715
C5	-3.0	-3.0	-0.000434511774018	-3.0	-2.00014483726	-2.50007241863	-2.00014483726	-2.50007241863	-3.0	-0.000434511774018	-2.50007241863	-4.43855632678	-4.96719595821	-5.4818283664	-4.4927798502	-3.32591816634	-3.14404555664	-7.15991147851	-5.11277103799	-4.20597298231	-0.000677593418704	-3.66487521957
C9	-3.0	-3.0	-0.000434511774018	-3.0	-2.25010862794	-3.0	-0.000434511774018	-2.25010862794	-3.0	-3.0	-2.25010862794	-4.1695492754	-3.791056378	-5.4629557729	-3.71759089543	-3.14376487921	-7.10360221598	-0.000931691739362	-3.69203141591	-3.31593060064	-5.49984588971	-3.50817903751
C11	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-2.50007241863	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-4.39629065408	-4.66781613146	-4.82077002766	-4.26663980468	-3.21133961295	-2.84468218506	-4.26917494278	-0.0012477816685	-3.92071381213	-3.98188227941	-3.38165689256
C6	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-8.96268507828	-4.17622525957	-2.95330289042e-05	-6.23470630702	-10.9238221278	-8.30304195799	-5.90531579441	-7.55858453637	-7.90637172387	-9.25415961943	-7.42100227269
C16	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-3.0	-1.50021725589	-3.0	-3.0	-1.50021725589	-4.38022340213	-4.61272944303	-4.62553944651	-4.95744023742	-3.71503715851	-0.000354528964731	-7.83225744216	-4.0940099444	-4.0630612189	-3.59972456614	-3.98360186309
C15	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-3.0	-2.50007241863	-0.000434511774018	-2.50007241863	-2.50007241863	-3.75550764126	-2.43824170611	-3.63389844619	-2.96989435139	-5.37647574349	-3.43122233748	-2.04430936402	-3.89149924578	-0.00723402585635	-3.83510610058	-2.76576373214
C2	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.75550764126	-2.43824170611	-3.63389844619	-2.96989435139	-5.37647574349	-3.43122233748	-2.04430936402	-3.89149924578	-0.00723402585635	-3.83510610058	-2.76576373214
C14	-3.0	-3.0	-0.000434511774018	-1.50021725589	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-4.43855632678	-4.96719595821	-5.4818283664	-4.4927798502	-3.32591816634	-3.14404555664	-7.15991147851	-5.11277103799	-4.20597298231	-0.000677593418704	-3.66487521957
C4	-3.0	-3.0	-0.000434511774018	-2.00014483726	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.00014483726	-3.0	-4.1695492754	-3.791056378	-5.4629557729	-3.71759089543	-3.14376487921	-7.10360221598	-0.000931691739362	-3.69203141591	-3.31593060064	-5.49984588971	-3.50817903751
C8	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-2.40008690235	-2.40008690235	-3.0	-0.000434511774018	-2.40008690235	-2.40008690235	-4.15515392386	-3.50822942132	-3.51679082502	-0.0012447328708	-4.05157920917	-4.58301020082	-3.24465423907	-3.84225621486	-3.34841963619	-3.0452120698	-6.45949408981
C7	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.40008690235	-3.0	-2.40008690235	-3.0	-2.40008690235	-2.40008690235	-4.73803806358	-4.1693426964	-4.43759530424	-4.82020987185	-0.000798532640252	-3.47826059946	-3.55273650995	-4.72934677983	-5.35068364302	-3.25674273253	-3.29212847701
