C7	-3.0	-3.0	-0.000434511774018	-3.0	-2.16678736438	-2.75003620931	-2.83335747288	-2.66671494575	-2.75003620931	-2.66671494575	-1.2502534652	-2.83335747288	-2.66671494575	-1.2502534652	-3.0	-2.83335747288	-2.75003620931	-2.16678736438	-2.66671494575	-2.58339368219	-2.33342989151	-2.75003620931	-6.84088060115	-14.3806537172	-11.0131313935	-6.19831329837	-6.23880069567	-8.5461813613	-7.16389231647	-5.54825103362	-5.95773578137	-6.66925477928	-2.24229752247	-6.57617386578	-7.56073636876	-2.09158617774	-7.53490047062	-6.01328548432	-7.12356172053	-5.19256087486	-5.59787847645	-4.50694071283	-5.40188148262	-7.66262182682
C9	-3.0	-3.0	-0.000434511774018	-2.91667873644	-1.33357472876	-2.83335747288	-1.33357472876	-2.66671494575	-2.66671494575	-2.50007241863	-2.33342989151	-3.0	-2.41675115507	-2.41675115507	-3.0	-3.0	-1.33357472876	-1.83350231013	-2.50007241863	-2.83335747288	-2.33342989151	-2.50007241863	-5.48584082223	-11.1862842317	-9.84287720234	-6.30525353982	-4.80647994559	-5.5739104441	-2.39433628091	-5.99985740935	-4.99346070641	-4.5427738756	-5.12288869713	-7.64795799665	-5.90247512154	-5.30001960724	-6.68807613055	-8.62678576925	-2.01589056803	-8.03154774352	-3.83377882805	-5.04688607495	-4.37321865501	-5.10662358575
C2	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-2.38991888375	-2.44075897677	-2.44075897677	-2.64411934885	-2.38991888375	-2.59327925583	-2.49159906979	-2.79663962792	-2.23739860469	-2.38991888375	-2.89831981396	-2.84747972094	-2.49159906979	-2.03403823261	-2.28823869771	-2.69495944188	-2.54243916281	-2.7457995349	-3.92723190597	-11.0520592437	-10.3607954952	-7.60081852409e-05	-5.14497053445	-7.34803425162	-8.00434945183	-6.29093451092	-6.87515356078	-5.91723975488	-6.83363798129	-4.54084131004	-8.04038104616	-8.8633999108	-5.31188999028	-4.92361445605	-6.5382959298	-6.82007496793	-6.61272766265	-8.79365454125	-6.06807299893	-7.3092335077
C8	-3.0	-3.0	-0.000434511774018	-2.8393089917	-2.41079963624	-2.8393089917	-2.8393089917	-2.8393089917	-2.8393089917	-1.71447193362	-2.46436330567	-2.78574532227	-2.6786179834	-2.30367229738	-2.94643633057	-2.8393089917	-2.8393089917	-2.08941761965	-2.57149064454	-1.87516294192	-1.66090826418	-2.8393089917	-6.77507020046	-13.806306787	-11.5655631564	-6.63910468791	-5.82022153386	-10.6820834537	-7.47956677348	-6.55047835631	-6.9635460085	-3.4430191271	-5.4262740005	-6.65731677699	-8.52128904553	-5.98022329448	-10.9721258637	-5.24941611044	-6.83451657863	-5.31053932122	-5.72827822917	-3.72632734997	-3.43505063107	-6.26769559091
C3	-3.0	-3.0	-0.000434511774018	-2.50007241863	-3.0	-3.0	-3.0	-2.70004345118	-2.70004345118	-2.80002896745	-2.50007241863	-1.30024622334	-3.0	-2.30010138608	-2.80002896745	-1.30024622334	-3.0	-2.20011586981	-2.70004345118	-2.6000579349	-2.40008690235	-2.70004345118	-6.31635038497	-15.2948848349	-10.8852012717	-6.07590755644	-5.56786748736	-9.85329518613	-8.17865094662	-6.42532137263	-8.14135465156	-6.20951637204	-5.99583576823	-3.30586481121	-8.23497725086	-5.02711491059	-8.27375396596	-2.19955608302	-11.9920964577	-5.15046922202	-6.82416836237	-5.44992123754	-7.35054785657	-6.78174698962
C1	-3.0	-3.0	-0.000434511774018	-3.0	-2.41079963624	-2.73218165284	-2.73218165284	-2.73218165284	-1.66090826418	-2.78574532227	-2.30367229738	-2.73218165284	-2.57149064454	-2.6786179834	-3.0	-2.6786179834	-2.78574532227	-2.25010862794	-1.66090826418	-2.6786179834	-2.46436330567	-1.98229028078	-6.26234097698	-11.9048524672	-9.35482709646	-4.84946632594	-5.50678873126	-6.00582424963	-5.94455294497	-7.22069097532	-3.17431075958	-5.3655344894	-4.42400654401	-6.74467842929	-7.64650200739	-5.66692270328	-6.56191777361	-5.68772829221	-5.72483823812	-4.22847679092	-2.79857035732	-4.75346018902	-4.5770179389	-3.39536849605
C6	-3.0	-3.0	-0.000434511774018	-3.0	-0.150412786185	-3.0	-3.0	-2.70004345118	-2.25010862794	-2.70004345118	-2.10013035353	-2.70004345118	-3.0	-2.40008690235	-3.0	-2.55006517677	-3.0	-2.10013035353	-2.55006517677	-2.85002172559	-2.70004345118	-2.55006517677	-6.99663173197	-7.43937505458	-5.93462255595	-4.4111384866	-0.15774116682	-3.19770322036	-2.28475573653	-4.01566577117	-6.00771293936	-3.49262461398	-6.90522179823	-4.80128343044	-2.42421104579	-4.32381451382	-6.08221035528	-5.57331379799	-1.90246874269	-7.01769272978	-2.91726110077	-2.36722137535	-3.4810332855	-3.58481835267
C0	-3.0	-3.0	-0.000434511774018	-2.64290887045	-1.71447193362	-2.78574532227	-2.71432709636	-1.21454435225	-2.85716354818	-2.64290887045	-2.35723596681	-2.71432709636	-1.50021725589	-2.57149064454	-2.92858177409	-2.85716354818	-2.64290887045	-1.92872661135	-2.57149064454	-2.78574532227	-2.2858177409	-2.57149064454	-6.40546820637	-10.2438295426	-10.1126958041	-5.72940189294	-4.70870093606	-5.31494798818	-6.58445901157	-1.83109381915	-9.22934913627	-5.14854364941	-5.06809204088	-5.49178815846	-2.6009142175	-5.10058256959	-7.21743900413	-5.6240028165	-5.13882039463	-4.98926768305	-5.05916839144	-5.34719394372	-5.74012663916	-5.24347595915
C4	-3.0	-3.0	-0.111529529856	-2.11123985534	-1.55576476493	-1.00028967452	-2.66671494575	-2.66671494575	-2.77780996384	-2.55561992767	-2.66671494575	-2.55561992767	-2.88890498192	-2.44452490959	-2.11123985534	-2.77780996384	-2.77780996384	-1.88904981918	-2.33342989151	-2.88890498192	-2.11123985534	-2.55561992767	-6.31617798652	-5.53089986799	-8.9557006249	-5.80852444204	-4.88270318438	-1.34834341649	-5.36754194513	-4.36319147628	-5.25323211493	-8.25904046482	-7.41979526588	-6.81966074675	-5.5051608122	-5.00841880846	-3.16545349337	-6.32288818343	-6.25553529016	-6.72556888384	-4.64319113128	-8.45154032076	-7.38056206945	-5.59920998529
C5	-3.0	-3.0	-0.000434511774018	-3.0	-2.33342989151	-2.83335747288	-2.66671494575	-2.66671494575	-2.66671494575	-2.83335747288	-2.50007241863	-2.83335747288	-2.83335747288	-2.66671494575	-3.0	-2.83335747288	-2.83335747288	-0.000434511774017	-2.33342989151	-2.83335747288	-2.33342989151	-2.83335747288	-5.91687737487	-11.3498119972	-10.1472760892	-5.56221773801	-7.76103607099	-6.47963439127	-11.0167685004	-4.7740629962	-6.56386917057	-5.37794562774	-6.38698528709	-5.60716768049	-7.78739695057	-4.73512081363	-10.9983225242	-5.14892947838	-8.18589497217	-2.69270926267e-05	-5.61729511863	-6.30258843133	-5.68477299684	-5.49482152204
