C7	-3.0	-3.0	-0.000434511774018	-2.57149064454	-2.2858177409	-2.57149064454	-2.85716354818	-2.71432709636	-3.0	-2.85716354818	-1.00028967452	-2.85716354818	-1.5716354818	-2.71432709636	-2.71432709636	-3.0	-2.85716354818	-2.42865419272	-1.71447193362	-3.9634093605	-8.85135038401	-8.54280467668	-7.07318617945	-4.52405153666	-4.15474348218	-4.47112930045	-4.34407539309	-5.73517598558	-7.03113176721	-1.29488344852	-4.91618129201	-2.31600975354	-6.7414630511	-4.40504775467	-5.08893159229	-5.8773188605	-4.75770989002	-3.11702936979
C9	-3.0	-3.0	-0.000434511774018	-1.40023173961	-1.20026070706	-2.80002896745	-2.80002896745	-2.80002896745	-3.0	-2.80002896745	-2.6000579349	-2.80002896745	-2.6000579349	-3.0	-2.6000579349	-1.00028967452	-2.80002896745	-2.00014483726	-0.200405544322	-2.83340081673	-5.25304576818	-6.31303828974	-1.08695536341	-2.80145357221	-2.72158199474	-2.13542191836	-2.6371138438	-3.8651428228	-2.87133531047	-2.19221382369	-2.89740045233	-5.93645199248	-4.532722812	-2.75654998642	-0.733888477151	-3.63943953229	-3.07892399869	-2.68440288035
C5	-3.0	-3.0	-0.000434511774018	-1.50021725589	-2.10013035353	-2.85002172559	-2.25010862794	-2.85002172559	-3.0	-2.85002172559	-2.55006517677	-0.900304158242	-3.0	-2.85002172559	-2.40008690235	-3.0	-1.80017380471	-2.10013035353	-0.600347609419	-2.19352753261	-7.18955273631	-7.24588085608	-4.23532668963	-1.9386701013	-3.12058113225	-2.67967324518	-2.76946322938	-4.30013733931	-5.71059873129	-1.71361040445	-0.996936256553	-1.17319245126	-6.58865391093	-3.74124282948	-3.63402765597	-4.09216938598	-2.46904404595	-1.84446053673
C4	-3.0	-3.0	-0.000434511774018	-2.40008690235	-1.80017380471	-2.85002172559	-2.85002172559	-2.70004345118	-3.0	-2.85002172559	-2.40008690235	-2.85002172559	-2.40008690235	-2.70004345118	-2.70004345118	-2.85002172559	-2.70004345118	-0.000434511774018	-1.05028243265	-3.5279255041	-9.04422664969	-6.7049367539	-5.24153246527	-3.71591909868	-5.33573043648	-6.05870974615	-4.42069782268	-5.59214869854	-6.48711557562	-4.72339575222	-4.73328158288	-3.68068361397	-6.35428207873	-3.78778042417	-5.89661367583	-6.8809850856	-0.00132618667588	-2.67843884963
C3	-3.0	-3.0	-0.000434511774018	-2.43758147096	-0.000434511774017	-2.81252715699	-2.43758147096	-2.81252715699	-3.0	-2.81252715699	-2.43758147096	-2.81252715699	-2.62505431397	-2.62505431397	-2.62505431397	-3.0	-2.81252715699	-1.87516294192	-1.12527156986	-3.40141520281	-5.49376157905	-8.6614538677	-4.68940014004	-0.00135973091885	-3.30485818682	-3.39295480094	-3.6056709196	-5.10810811537	-5.26542817487	-4.35593480821	-3.55027328314	-5.13214553199	-4.52779664116	-4.67190186164	-4.33308815074	-7.00978727767	-4.15363010049	-2.98155332993
C10	-3.0	-3.0	-0.000434511774018	-2.35723596681	-2.57149064454	-2.78574532227	-2.57149064454	-0.000434511774018	-3.0	-2.78574532227	-2.57149064454	-2.57149064454	-2.78574532227	-2.78574532227	-2.78574532227	-3.0	-2.78574532227	-2.57149064454	-1.28596257816	-4.08735661116	-8.81104902908	-8.78706434849	-6.50094833152	-4.31031828731	-3.57727066996	-6.59988182999	-0.000956935649091	-5.49239776559	-8.08985176598	-4.00397236301	-6.391817473	-4.23358343463	-7.07740531702	-3.67388134062	-4.39858215327	-6.06529455073	-4.52298009248	-2.86610996601
C6	-3.0	-3.0	-0.000434511774018	-2.07705677285	-1.38484935249	-3.0	-2.76926419321	-3.0	-2.76926419321	-1.61558515928	-2.76926419321	-2.76926419321	-2.76926419321	-1.84632096607	-3.0	-3.0	-3.0	-2.30779257964	-0.461906125347	-1.65211823321	-6.03057672817	-6.27708704885	-3.45019037518	-1.19631426472	-2.51182875233	-2.18613704891	-2.46682380148	-3.33382127292	-2.53928569866	-1.44991829229	-3.53083810755	-2.46111458387	-2.76633947245	-0.647940659807	-2.31835914997	-5.14323558561	-1.34562244552	-1.08049936264
C1	-3.0	-3.0	-0.000434511774018	-2.57149064454	-2.35723596681	-2.78574532227	-0.000434511774017	-2.57149064454	-3.0	-3.0	-2.35723596681	-2.78574532227	-2.78574532227	-2.78574532227	-2.78574532227	-3.0	-2.78574532227	-2.57149064454	-1.92872661135	-3.08153872966	-6.5203296938	-8.92689045494	-4.57068869619	-3.97030380504	-4.42678829495	-0.00111104236307	-6.40727378019	-5.4339339088	-5.36141690564	-3.72626741305	-2.95454401444	-5.66659907959	-5.30540094265	-5.169166348	-4.17401660322	-7.07022101463	-5.64707306394	-3.78264768012
C0	-3.0	-3.0	-0.000434511774018	-2.57149064454	-1.92872661135	-2.78574532227	-2.78574532227	-2.78574532227	-3.0	-2.78574532227	-2.35723596681	-2.78574532227	-2.57149064454	-2.78574532227	-0.000434511774017	-3.0	-2.78574532227	-2.57149064454	-1.71447193362	-3.65549769278	-9.51734075932	-7.92905383755	-5.25665018543	-4.48987608421	-5.92781997757	-5.07049218075	-3.15359917127	-5.4467846986	-4.84280624552	-2.99873803832	-6.45719697276	-3.83025505023	-4.93972911098	-0.00248168701785	-4.30994220717	-6.58097990003	-2.79940391764	-2.71893480082
C8	-3.0	-3.0	-0.176879540493	-2.1177748564	-2.47066491384	-0.176879540493	-2.82355497128	-2.64710994256	-3.0	-2.82355497128	-2.64710994256	-2.82355497128	-2.82355497128	-2.82355497128	-2.82355497128	-3.0	-2.82355497128	-1.76488479897	-0.88265965537	-3.1363563003	-6.65110841532	-6.17042274695	-6.17375621707	-3.2568602537	-0.250376424116	-4.18340497845	-3.10401804821	-4.03725087792	-6.32191476272	-3.53296265383	-5.37170133724	-3.36443094754	-4.92733925691	-5.18525646682	-4.03789343768	-5.82904784729	-4.84795968261	-3.52320096985
