C7	-3.0	-3.0	-0.000434511774018	-2.66671494575	-0.333719566021	-1.66685978301	-2.33342989151	-0.000434511774018	-3.0	-2.66671494575	-2.00014483726	-1.33357472876	-1.62069266892	-4.05966583748	-4.54770743838	-3.89749083106	-2.03281486736	-1.14656463416	-1.7796408263	-0.13052185873	-2.63147696775	-3.44076986957	-1.76246380176	-0.92748908932
C2	-3.0	-3.0	-0.000434511774018	-3.0	-1.71447193362	-0.000434511774018	-2.14298128908	-2.14298128908	-2.57149064454	-3.0	-2.57149064454	-2.57149064454	-1.43588928825	-2.53703180349	-3.73460193195	-5.17095173181	-2.8473875849	-0.551728191869	-1.13119750483	-1.83521603839	-2.98433433404	-3.05653219551	-1.01329766885	-0.309209609254
C3	-3.0	-3.0	-0.000434511774018	-2.40008690235	-0.600347609419	-0.600347609419	-2.40008690235	-1.20026070706	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.50438213	-1.54003034459	-2.72171065647	-2.63375079532	-0.750151299746	-1.44937423529	-1.53354463623	-2.20254132854	-2.18318090928	-0.458851520178	-0.732696829376	-0.755235653955
C14	-3.0	-3.0	-0.000434511774018	-3.0	-2.40008690235	-0.600347609419	-3.0	-2.40008690235	-3.0	-2.40008690235	-1.20026070706	-2.40008690235	-1.89479116582	-1.103973501	-2.31724187014	-3.15129139212	-1.0952150741	-1.16120769033	-1.58887859453	-2.08312051334	-2.33407741772	-1.8564677387	-0.483375819709	-1.30263321568
C13	-3.0	-3.0	-0.000434511774018	-1.20026070706	-0.600347609419	-2.40008690235	-1.80017380471	-2.40008690235	-0.000434511774018	-3.0	-3.0	-1.20026070706	-1.38999764293	-3.41324938104	-4.34751848079	-3.50391605996	-1.58848032127	-2.02327039373	-1.48424368355	-1.75684609509	-0.691944660612	-3.11849007997	-1.73212573452	-0.700444565872
C9	-3.0	-3.0	-0.000434511774018	-3.0	-1.80017380471	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-3.0	-1.20026070706	-3.0	-1.62991573481	-1.6306982569	-2.56683234655	-1.76701223926	-1.04744798671	-0.667618587035	-1.07235139269	-1.84371844286	-1.89986779511	-1.53583145391	-0.459229252536	-1.79829684076
C1	-3.0	-3.0	-0.500362093145	-2.50007241863	-3.0	-1.00028967452	-3.0	-2.50007241863	-3.0	-2.00014483726	-3.0	-0.500362093145	-4.18231714946	-3.62706585843	-1.93017677336	-0.426819829055	-4.10170352165	-2.40558533404	-3.93876136276	-1.56827431825	-3.63398920068	-2.24427724933	-3.32174129848	-4.93753309447
C0	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.00014483726	-3.0	-0.500362093145	-0.000434511774018	-2.50007241863	-1.00028967452	-1.00028967452	-1.42163410753	-2.97595729821	-4.00228268221	-3.46829745892	-1.56228140339	-1.90794325742	-1.48192362084	-1.82113056477	-0.982509145348	-2.94712366106	-1.4764778286	-0.825420752759
C8	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-0.600347609419	-0.600347609419	-3.0	-2.40008690235	-3.0	-2.40008690235	-1.80017380471	-0.000434511774018	-1.75933652116	-1.54097461793	-2.35456841301	-2.73764641888	-2.31889661582	-2.32151296096	-1.13286020631	-1.26442393894	-1.94306200944	-1.79040003865	-0.772329953275	-0.457307788629
C6	-3.0	-3.0	-0.000434511774018	-1.20026070706	-0.000434511774018	-2.40008690235	-0.000434511774018	-1.20026070706	-2.40008690235	-1.80017380471	-3.0	-0.600347609419	-1.8148288747	-1.78080494901	-2.65595373998	-1.63572150758	-0.911220883861	-0.691231918921	-1.08499565848	-1.85571612593	-1.84943766316	-1.20954344463	-0.566120958613	-1.65928363411
C11	-3.0	-3.0	-0.000434511774018	-2.25010862794	-0.000434511774018	-0.000434511774018	-3.0	-2.25010862794	-3.0	-2.25010862794	-3.0	-0.000434511774018	-1.43588928825	-2.53703180349	-3.73460193195	-5.17095173181	-2.8473875849	-0.551728191869	-1.13119750483	-1.83521603839	-2.98433433404	-3.05653219551	-1.01329766885	-0.309209609254
C4	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.62505431397	-0.750325883831	-2.62505431397	-3.0	-1.50021725589	-0.375380197802	-3.0	-1.83444190427	-1.37144339271	-2.52378448918	-2.41209468859	-1.08107848514	-1.04972002721	-1.29957930456	-2.01747135906	-2.12129526007	-1.42252837716	-0.454192441062	-1.43965790712
C5	-3.0	-3.0	-0.000434511774018	-1.50021725589	-0.000434511774018	-3.0	-2.25010862794	-3.0	-3.0	-3.0	-2.25010862794	-1.50021725589	-3.27265967097	-4.34997238094	-5.26502105088	-5.42263460055	-0.0120621625474	-3.26944542536	-2.18824675551	-4.02329291822	-3.46962866769	-3.39755691281	-3.00386412009	-1.74572026781
C10	-3.0	-3.0	-0.000434511774018	-2.18193668503	-0.000434511774018	-1.63656114172	-2.18193668503	-2.45462445669	-2.18193668503	-3.0	-2.45462445669	-0.000434511774018	-4.08714105563	-3.91189581982	-2.31500750565	-0.0425277626498	-4.3176436966	-2.18910713062	-3.82780002878	-1.13803210844	-3.45169290291	-2.1255541334	-3.02732515768	-4.83475567387
C12	-3.0	-3.0	-0.000434511774018	-1.80017380471	-0.000434511774018	-1.20026070706	-1.80017380471	-2.40008690235	-1.20026070706	-2.40008690235	-3.0	-0.000434511774018	-3.27265967097	-4.34997238094	-5.26502105088	-5.42263460055	-0.0120621625474	-3.26944542536	-2.18824675551	-4.02329291822	-3.46962866769	-3.39755691281	-3.00386412009	-1.74572026781
