C6	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-4.30656766242	-11.9790589401	-7.98702786981	-4.0559548037	-4.0538190081	-5.30949116332	-0.000133348876044	-6.02124126551	-4.56502413562	-4.31347187102
C2	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-1.50021725589	-3.0	-0.000434511774018	-0.000434511774018	-4.68814446238	-11.4719591958	-10.1447662278	-4.44333091643	-4.79516673186	-5.83468443524	-4.86140997292	-6.80000635527	-5.09399376705	-4.16942716202e-05
C10	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.64612991171	-4.83969957668	-9.27072746031	-1.51171022057	-1.29278933005	-2.04332982658	-3.15304282166	-3.73075098153	-0.0509155708862	-1.72800746172
C0	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-1.50021725589	-3.0	-0.000434511774018	-3.0	-4.59487571107	-8.98585763845	-8.2181434214	-2.30182175289e-05	-5.33055945146	-5.2801924107	-5.66578155543	-6.09982903101	-5.01351714523	-5.3116122173
C3	-3.0	-3.0	-0.000434511774018	-2.40008690235	-2.40008690235	-2.40008690235	-3.0	-0.000434511774018	-3.0	-2.40008690235	-7.36598044124	-15.3688698886	-8.56798046397	-6.75226480207	-6.05627355957	-7.42178727258	-7.94370129799	-4.3429469887e-07	-7.93706470774	-8.31352192853
C5	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-1.50021725589	-3.0	-0.000434511774018	-3.0	-5.79453308099	-11.7830691463	-8.18403660476	-4.31620755238	-4.80297044009	-0.000237624077712	-5.58527895017	-3.36910350259	-4.36925592727	-5.06225799765
C13	-3.0	-3.0	-0.000434511774018	-2.00014483726	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.00014483726	-4.30656766242	-11.9790589401	-7.98702786981	-4.0559548037	-4.0538190081	-5.30949116332	-0.000133348876044	-6.02124126551	-4.56502413562	-4.31347187102
C14	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-2.40008690235	-2.40008690235	-3.0	-2.40008690235	-3.0	-2.40008690235	-4.59487571107	-8.98585763845	-8.2181434214	-2.30182175285e-05	-5.33055945146	-5.2801924107	-5.66578155543	-6.09982903101	-5.01351714523	-5.3116122173
C4	-3.0	-3.0	-0.000434511774018	-2.57149064454	-2.57149064454	-2.14298128908	-2.57149064454	-2.57149064454	-0.000434511774017	-2.57149064454	-5.17773709258	-9.82973535019	-11.0692399	-4.42366210573	-4.23106531846	-5.25804676073	-4.23142775078	-8.95141060802	-7.51394451184e-05	-5.24850457269
C9	-3.0	-3.0	-0.000434511774018	-2.40008690235	-2.40008690235	-0.000434511774018	-3.0	-2.40008690235	-3.0	-2.40008690235	-5.79453308099	-11.7830691463	-8.18403660476	-4.31620755238	-4.80297044009	-0.000237624077712	-5.58527895017	-3.36910350259	-4.36925592727	-5.06225799765
C8	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-4.97019836423	-8.05200196404	-6.51446608657e-06	-6.42852060147	-5.75539140766	-6.18718286695	-8.46501493408	-7.37152115475	-6.47251188011	-6.23925267122
C15	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-1.50021725589	-3.0	-3.0	-5.76339220917	-13.0746848138	-7.80989251169	-4.41410181229	-3.77852636086e-05	-5.81207901032	-5.13639048116	-4.60596880765	-5.57667382998	-4.99044288077
C11	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-1.50021725589	-3.0	-0.000434511774018	-3.0	-5.76339220917	-13.0746848138	-7.80989251169	-4.41410181229	-3.77852636086e-05	-5.81207901032	-5.13639048116	-4.60596880765	-5.57667382998	-4.99044288077
C12	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-4.30656766242	-11.9790589401	-7.98702786981	-4.0559548037	-4.0538190081	-5.30949116332	-0.000133348876044	-6.02124126551	-4.56502413562	-4.31347187102
C7	-3.0	-3.0	-0.000434511774018	-2.40008690235	-1.80017380471	-2.40008690235	-3.0	-2.40008690235	-3.0	-0.000434511774018	-4.68814446238	-11.4719591958	-10.1447662278	-4.44333091643	-4.79516673186	-5.83468443524	-4.86140997292	-6.80000635527	-5.09399376705	-4.16942716202e-05
C1	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.00014483726	-3.0	-3.0	-3.0	-2.00014483726	-5.76339220917	-13.0746848138	-7.80989251169	-4.41410181229	-3.77852636086e-05	-5.81207901032	-5.13639048116	-4.60596880765	-5.57667382998	-4.99044288077
