<END>	<START>	Socket	close	connect	getInputStream	getOutputStream	getPort	getReceiveBufferSize	getRemoteSocketAddress	getSendBufferSize	isBound:FALSE	isBound:TRUE	isClosed:FALSE	isClosed:TRUE	isConnected:FALSE	isConnected:TRUE	setKeepAlive	setReceiveBufferSize	setSendBufferSize	setSoTimeout	setTcpNoDelay
XID:0	-3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -4.708717750640297 -1.69649291763289 -0.008843062401475858 -6.1651166345266155 -8.196751887640156 -5.745055752529304 -6.092182484366859 -8.838497237628891 -5.763906328252358 -6.99544219359164 -6.804296792702501 -6.59220643375172 -5.587764638447535 -7.941820803899684 -5.743580543124381 -8.205926229395084 -4.952199623285499 -7.2662571992106315 -8.012554959895056 -6.706314883200817 -6.423847614757822 -7.502650091884509
XID:1	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -1.2271958488948547 -2.561147664534937 -3.9935510731414934 -2.2007235654166277 -2.9347490245730268 -0.8876195760447836 -2.256333478553787 -2.169039421475795 -1.2870339509714235 -1.3470742152136905 -3.2616706129402617 -2.657437183115737 -2.49407034906045 -2.8802032296279245 -5.552472975148198 -5.501592947047264 -0.29864792073122043 -1.452308962797954 -2.386652984995768 -2.8547103409458536 -1.9240918850017326 -0.8886265738956921
XID:2	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -7.124637730104381 -12.147847680700792 -11.793063541316537 -5.821423017838141 -5.3882554556179 -9.531468059815923 -7.547133010156652 -5.564373791233452 -6.389483561069367 -5.175998547080446 -5.657589163734272 -9.211925005136791 -11.083237680269066 -4.913633049801938 -10.831160872330846 -4.282084963215005 -7.107563107737528 -5.4457410710294925 -5.973099191109744 -4.995347656569896 -4.212860801514407e-05 -6.46849553697486
XID:3	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -6.460246628940621 -13.809349002648329 -9.604907857058393 -3.996772187989964 -4.344411170249116 -6.276296464997353 -6.453646147603759 -6.008783673884901 -4.745831522426715 -4.0213178909870635 -4.031369509783679 -4.596824551770402 -6.464088430729078 -4.513065380473854 -7.176542725599884 -4.683283393484476 -5.375133392764265 -3.417595701980972 -0.0003732192805950792 -4.476824732839222 -5.4253530497882085 -5.372816503428391
XID:4	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -0.0004345117740176917 -5.999192962576012 -9.955660186517468 -10.308222955676369 -5.8426641379027195 -5.5716659299759215 -5.746245349444391 -6.097901879072767 -5.646618555341326 -5.17732466800811 -5.728692881215036 -5.382239784180725 -8.194507977343472 -5.62105548653669 -8.15807831329507 -5.322533577051753 -4.580237497746462 -6.665636736292235 -4.850143773638179 -4.824839127004123 -5.250102206364559 -5.125305435919913 -4.299728210898882e-05
XID:5	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -0.0004345117740176917 -3.0 -7.124637730104381 -12.147847680700792 -11.793063541316537 -5.821423017838141 -5.3882554556179 -9.531468059815923 -7.547133010156652 -5.564373791233452 -6.389483561069367 -5.175998547080446 -5.657589163734272 -9.211925005136791 -11.083237680269066 -4.913633049801938 -10.831160872330846 -4.282084963215005 -7.107563107737528 -5.4457410710294925 -5.973099191109744 -4.995347656569896 -4.212860801514407e-05 -6.46849553697486
XID:6	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -5.916877374870539 -11.349811997163611 -10.147276089208795 -5.562217738009355 -7.761036070990271 -6.479634391271854 -11.016768500432464 -4.774062996195312 -6.563869170570299 -5.377945627735543 -6.386985287094996 -5.607167680490226 -7.787396950567631 -4.735120813627287 -10.99832252418117 -5.148929478378787 -8.185894972174104 -2.6927092626501766e-05 -5.617295118630291 -6.302588431325741 -5.684772996841216 -5.494821522039853
XID:7	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -0.0004345117740176917 -5.999192962576012 -9.955660186517468 -10.308222955676369 -5.8426641379027195 -5.5716659299759215 -5.746245349444391 -6.097901879072767 -5.646618555341326 -5.17732466800811 -5.728692881215036 -5.382239784180725 -8.194507977343472 -5.62105548653669 -8.15807831329507 -5.322533577051753 -4.580237497746462 -6.665636736292235 -4.850143773638179 -4.824839127004123 -5.250102206364559 -5.125305435919913 -4.299728210898882e-05
XID:8	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -0.0004345117740176917 -5.916877374870539 -11.349811997163611 -10.147276089208795 -5.562217738009355 -7.761036070990271 -6.479634391271854 -11.016768500432464 -4.774062996195312 -6.563869170570299 -5.377945627735543 -6.386985287094996 -5.607167680490226 -7.787396950567631 -4.735120813627287 -10.99832252418117 -5.148929478378787 -8.185894972174104 -2.6927092626501766e-05 -5.617295118630291 -6.302588431325741 -5.684772996841216 -5.494821522039853
XID:9	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -0.0004345117740176917 -3.0 -3.0 -7.416148574060394 -14.712971285435572 -10.401518094148166 -7.515557792357593 -5.361013835124649 -11.191822123872816 -8.76002269964135 -8.57116085915925 -6.257342413414907 -5.861220629218676 -4.9795475582312365 -5.494274962384279 -6.492473345767491 -5.532603544314523 -11.767077548134479 -6.249889826657557 -6.9571725674675315 -4.6087366479750695 -6.313050186822455 -2.6927092626501766e-05 -5.054080612925037 -5.388463616881131
XID:10	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -0.0004345117740176917 -3.0 -3.0 -5.916877374870539 -11.349811997163611 -10.147276089208795 -5.562217738009355 -7.761036070990271 -6.479634391271854 -11.016768500432464 -4.774062996195312 -6.563869170570299 -5.377945627735543 -6.386985287094996 -5.607167680490226 -7.787396950567631 -4.735120813627287 -10.99832252418117 -5.148929478378787 -8.185894972174104 -2.6927092626501766e-05 -5.617295118630291 -6.302588431325741 -5.684772996841216 -5.494821522039853
XID:11	-3.0 -3.0 -0.0004345117740176917 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -3.0 -0.0004345117740176917 -3.0 -0.0004345117740176917 -3.0 -0.0004345117740176917 -7.416148574060394 -14.712971285435572 -10.401518094148166 -7.515557792357593 -5.361013835124649 -11.191822123872816 -8.76002269964135 -8.57116085915925 -6.257342413414907 -5.861220629218676 -4.9795475582312365 -5.494274962384279 -6.492473345767491 -5.532603544314523 -11.767077548134479 -6.249889826657557 -6.9571725674675315 -4.6087366479750695 -6.313050186822455 -2.6927092626501766e-05 -5.054080612925037 -5.388463616881131
