C15	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-0.000434511774018	-5.33627269744	-9.98724289526	-4.71717630528	-2.30182175294e-05	-5.42190084256	-4.8385691045	-5.54554846885	-9.36276251472	-5.52575021784	-5.33177720736
C16	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-3.0	-4.84231662373	-9.89940891686	-9.23252650986	-5.87134229957	-4.01895284842	-0.000116406520321	-5.48202202056	-6.66893932579	-4.13177007277	-4.10319334529
C0	-3.0	-3.0	-0.000434511774018	-3.0	-2.00014483726	-3.0	-0.000434511774018	-2.00014483726	-3.0	-3.0	-5.31349511128	-11.5318211021	-10.593199321	-7.31658189766	-4.56197531588	-7.21660744586	-2.99673531363e-05	-4.75793088766	-5.0947401701	-4.93627268909
C5	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-2.50007241863	-2.50007241863	-2.50007241863	-0.000434511774017	-5.21948971097	-12.0245654341	-7.10098812516	-6.23226546031	-3.6517827837	-5.00173368501	-4.56728719487	-4.67580605923	-4.18888902556	-0.000153333016982
C6	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-5.33627269744	-9.98724289526	-4.71717630528	-2.30182175294e-05	-5.42190084256	-4.8385691045	-5.54554846885	-9.36276251472	-5.52575021784	-5.33177720736
C13	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-4.33200848244	-7.42908713344	-7.87339135849	-7.1533326527	-0.000206773389358	-4.71381982402	-3.99931869235	-4.41504379625	-4.88050326948	-3.58779489619
C18	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-3.0	-4.86576868871	-12.8188627146	-9.44869519777	-7.07297320427	-3.83960951084	-5.72791460671	-5.12118130832	-5.9316360027	-8.8605112337e-05	-4.46099168656
C14	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-4.84231662373	-9.89940891686	-9.23252650986	-5.87134229957	-4.01895284842	-0.000116406520321	-5.48202202056	-6.66893932579	-4.13177007277	-4.10319334529
C17	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-3.0	-2.00014483726	-2.00014483726	-3.0	-3.0	-4.33200848244	-7.42908713344	-7.87339135849	-7.1533326527	-0.000206773389357	-4.71381982402	-3.99931869235	-4.41504379625	-4.88050326948	-3.58779489619
C1	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-4.33200848244	-7.42908713344	-7.87339135849	-7.1533326527	-0.000206773389358	-4.71381982402	-3.99931869235	-4.41504379625	-4.88050326948	-3.58779489619
C7	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-1.50021725589	-5.45406849296	-9.03006855256	-9.82967960013	-8.03211520181	-5.05931421307	-4.95983296352	-4.11506763124	-7.94831631197e-05	-5.20472563756	-4.11617055661
C11	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-0.000434511774018	-3.0	-3.0	-0.000434511774018	-3.0	-4.86576868871	-12.8188627146	-9.44869519777	-7.07297320427	-3.83960951084	-5.72791460671	-5.12118130832	-5.9316360027	-8.8605112337e-05	-4.46099168656
C4	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-4.25678666008	-1.75002427877	-0.00854487222344	-3.47137249735	-5.38471399042	-2.89425144447	-5.18172328766	-5.27414224969	-4.84836664943	-5.71742093357
C2	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-1.50021725589	-3.0	-0.000434511774018	-0.000434511774018	-4.86576868871	-12.8188627146	-9.44869519777	-7.07297320427	-3.83960951084	-5.72791460671	-5.12118130832	-5.9316360027	-8.8605112337e-05	-4.46099168656
C10	-3.0	-3.0	-0.000434511774018	-3.0	-1.50021725589	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-5.45406849296	-9.03006855256	-9.82967960013	-8.03211520181	-5.05931421307	-4.95983296352	-4.11506763124	-7.94831631197e-05	-5.20472563756	-4.11617055661
C8	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-2.35340122819	-6.12517969211	-2.34594288145	-1.66200593746	-0.44844388123	-1.23639682641	-0.917577291333	-1.17898327935	-0.674800526144	-0.805202695768
C3	-3.0	-3.0	-0.000434511774018	-2.00014483726	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-1.00028967452	-4.84231662373	-9.89940891686	-9.23252650986	-5.87134229957	-4.01895284842	-0.000116406520321	-5.48202202056	-6.66893932579	-4.13177007277	-4.10319334529
